category,label,moved,original,orig_label,prediction,pred_label,wup_sim
35985,Collectible Decorative Glass & Crystal Perfumes,False,35982,Perfume Collectibles,35982,Perfume Collectibles,1.0
35987,Collectible Electric Shavers,False,35986,Shaving Collectibles,35986,Shaving Collectibles,1.0
35988,Collectible Shaving Mugs & Brushes,False,35986,Shaving Collectibles,35986,Shaving Collectibles,1.0
35989,Collectible Safety Razors,False,35986,Shaving Collectibles,35986,Shaving Collectibles,1.0
35990,Collectible Straight Razors,False,35986,Shaving Collectibles,35986,Shaving Collectibles,1.0
35991,Collectible Shaving Sets,False,35986,Shaving Collectibles,35986,Shaving Collectibles,1.0
35992,Collectible Shaving Strops & Sharpeners,False,35986,Shaving Collectibles,35986,Shaving Collectibles,1.0
35993,Collectible Vanity & Shaving Trays,False,597,"Vanity, Perfume & Shaving Collectibles",597,"Vanity, Perfume & Shaving Collectibles",1.0
35994,Collectible Arkansas License Plates,False,14030,Collectible License Plates,14030,Collectible License Plates,1.0
35995,Collectible Nevada License Plates,False,14030,Collectible License Plates,14030,Collectible License Plates,1.0
35996,Collectible South Carolina License Plates,False,14030,Collectible License Plates,14030,Collectible License Plates,1.0
35997,Collectible South Dakota License Plates,False,14030,Collectible License Plates,14030,Collectible License Plates,1.0
35999,Breyer Traditional Model Horses,False,35998,Breyer Model Horses,35998,Breyer Model Horses,1.0
36000,Breyer Classics Model Horses,False,35998,Breyer Model Horses,35998,Breyer Model Horses,1.0
36001,Breyer Ponies Model Horses,False,35998,Breyer Model Horses,35998,Breyer Model Horses,1.0
36002,Breyer Paddock Pals Model Horses,False,35998,Breyer Model Horses,35998,Breyer Model Horses,1.0
36003,Breyer Stablemates Model Horses,False,35998,Breyer Model Horses,35998,Breyer Model Horses,1.0
36004,Breyer Model Companion Animals,False,35998,Breyer Model Horses,35998,Breyer Model Horses,1.0
36005,Breyer Model Horse Accessories,False,35998,Breyer Model Horses,35998,Breyer Model Horses,1.0
36007,Breyer Model Horse Stables & Barns,False,35998,Breyer Model Horses,35998,Breyer Model Horses,1.0
36009,Breyer Model Horses Mixed Lots,False,35998,Breyer Model Horses,35998,Breyer Model Horses,1.0
36010,Collectible Railroad Annual Reports,False,4131,Paper Railroad Collectibles,4131,Paper Railroad Collectibles,1.0
36016,Décor Bottles,True,262984,Decorative Accessories,13777,Decorative Collectibles,0.0
36017,"Décor Boxes, Jars & Tins",True,262984,Decorative Accessories,10033,Home Décor,0.8
36018,Decorative Fruit & Vegetables,True,262984,Decorative Accessories,10033,Home Décor,0.8
36019,Decorative Plates & Bowls,True,262984,Decorative Accessories,13777,Decorative Collectibles,0.0
36022,Doorstops,True,262984,Decorative Accessories,10033,Home Décor,0.8
36023,Globes,True,262984,Decorative Accessories,10033,Home Décor,0.8
36024,Hooks & Hangers,False,43502,Home Organization Supplies,43502,Home Organization Supplies,1.0
36025,Décor Sculptures & Figurines,False,10033,Home Décor,10033,Home Décor,1.0
36026,Coasters,True,20687,Bar Tools & Accessories,258475,Commercial Bartender Tools & Accessories,0.0
36028,Dinnerware Bowls,True,36027,Dinnerware & Serveware,258704,Restaurant Dinnerware,0.0
36029,Cups & Saucers,True,36027,Dinnerware & Serveware,262364,"Decorative Cookware, Dinnerware & Serveware",0.0
36030,Dinnerware Plates,True,36027,Dinnerware & Serveware,258704,Restaurant Dinnerware,0.0
36032,Dinner Service Sets,True,36027,Dinnerware & Serveware,261667,Collectible Dinnerware & Serveware,0.0
36034,Original Civil War Buttons,True,36033,Original Civil War Period Items,13958,Civil War Collectibles,0.8571428571428571
36035,Original Civil War Uniforms,True,36033,Original Civil War Period Items,13958,Civil War Collectibles,0.8571428571428571
36036,Original Civil War Correspondence & Mail (1861-1865),True,36033,Original Civil War Period Items,13958,Civil War Collectibles,0.8571428571428571
36037,Original Civil War Edged Weapons,True,36033,Original Civil War Period Items,13958,Civil War Collectibles,0.8571428571428571
36038,"Original Civil War Medals, Pins & Ribbons",True,36033,Original Civil War Period Items,13958,Civil War Collectibles,0.8571428571428571
36039,Original Civil War Photographs,True,36033,Original Civil War Period Items,13958,Civil War Collectibles,0.8571428571428571
36041,Reproduction Civil War Uniforms,False,36040,Civil War Reenactment & Reproductions,36040,Civil War Reenactment & Reproductions,1.0
36042,Reproduction Civil War Edged Weapons,True,36040,Civil War Reenactment & Reproductions,13958,Civil War Collectibles,0.8571428571428571
36043,Reproduction Civil War Flags,True,36040,Civil War Reenactment & Reproductions,13958,Civil War Collectibles,0.8571428571428571
36045,Original WW II German Edged Weapons,False,36044,Original WW II German Collectibles,36044,Original WW II German Collectibles,1.0
36046,Original WW II German Hats & Helmets,False,36044,Original WW II German Collectibles,36044,Original WW II German Collectibles,1.0
36047,"Original WW II German Medals, Pins & Ribbons",False,36044,Original WW II German Collectibles,36044,Original WW II German Collectibles,1.0
36048,Original WW II German Paper Items & Newspapers,False,36044,Original WW II German Collectibles,36044,Original WW II German Collectibles,1.0
36049,Original WW II German Personal & Field Gear,True,36044,Original WW II German Collectibles,156391,Original WW I German Collectibles,0.4
36059,Original WW2 Collectible US Pins,True,4716,Original WW II United States Collectibles,13977,WW II Collectibles,0.75
36061,Original Vietnam War Edged Weapons,True,156444,Original Vietnam War Collectibles,36060,Vietnam War Collectibles,0.8571428571428571
36062,Original Vietnam War Hats & Helmets,True,156444,Original Vietnam War Collectibles,36060,Vietnam War Collectibles,0.8571428571428571
36063,"Original Vietnam War Medals, Pins & Ribbons",True,156444,Original Vietnam War Collectibles,36060,Vietnam War Collectibles,0.8571428571428571
36064,Original Vietnam War Documents,False,156444,Original Vietnam War Collectibles,156444,Original Vietnam War Collectibles,1.0
36065,Original Vietnam War Personal & Field Gear,True,156444,Original Vietnam War Collectibles,36060,Vietnam War Collectibles,0.8571428571428571
36067,Original Militaria Flags & Banners (2001-Now),True,156453,Original Current Militaria (2001-Now),36066,Current Militaria (2001-Now),0.8571428571428571
36068,Original Militaria Hats & Helmets (2001-Now),True,156453,Original Current Militaria (2001-Now),36066,Current Militaria (2001-Now),0.8571428571428571
36069,Original Militaria Medals & Ribbons (2001-Now),True,156453,Original Current Militaria (2001-Now),36066,Current Militaria (2001-Now),0.8571428571428571
36072,Original Militaria Photographs (2001-Now),True,156453,Original Current Militaria (2001-Now),36066,Current Militaria (2001-Now),0.8571428571428571
36073,Original Militaria Posters & Prints (2001-Now),True,156453,Original Current Militaria (2001-Now),36066,Current Militaria (2001-Now),0.8571428571428571
36076,Collectible Military Surplus Hats & Helmets,False,36075,Military Surplus Collectibles,36075,Military Surplus Collectibles,1.0
36078,Collectible Military Surplus Patches,False,36075,Military Surplus Collectibles,36075,Military Surplus Collectibles,1.0
36081,Collectible Black Americana Postcards,False,29457,Black Americana Collectibles,29457,Black Americana Collectibles,1.0
36082,US Native American Postcards (1935-Now),True,13749,US Native American Collectibles (1935-Now),713,US Native American Collectibles,0.8571428571428571
36083,Collectible Truck Pins,False,35976,Truck Collectibles,35976,Truck Collectibles,1.0
36096,Archery Points & Arrowheads,False,181307,Arrows & Parts,181307,Arrows & Parts,1.0
36099,Arrow Rests,True,36098,Archery Accessories,20835,Archery Equipment,0.8571428571428571
36105,Bowling Balls,False,20846,Bowling Equipment,20846,Bowling Equipment,1.0
36114,Camping Mattresses & Sleeping Pads,False,181403,Outdoor Sleeping Gear,181403,Outdoor Sleeping Gear,1.0
36120,Camping Tent & Canopy Accessories,False,181404,Camping Tents & Canopies,181404,Camping Tents & Canopies,1.0
36122,Kayaks,False,36121,"Kayaking, Canoeing & Rafting Equipment",36121,"Kayaking, Canoeing & Rafting Equipment",1.0
36124,Cycling Jackets,False,158990,Cycling Clothing,158990,Cycling Clothing,1.0
36137,Bicycle Pedals,False,57262,Bike Components & Parts,57262,Bike Components & Parts,1.0
36141,Bicycle Trainers & Rollers,True,177832,Bicycle Accessories,7294,Cycling Equipment,0.8
36151,Fishing Downrigger & Outrigger Gear,True,179985,Fishing Equipment,1492,Fishing Equipment & Supplies,0.8
36155,Weight Lifting Belts,True,28066,Strength Training Equipment,15273,"Fitness, Running & Yoga Equipment",0.8
36169,Vintage Fishing Lures,False,180001,Vintage Fishing Equipment,180001,Vintage Fishing Equipment,1.0
36176,Vintage Casting Fishing Reels,False,36175,Vintage Fishing Reels,36175,Vintage Fishing Reels,1.0
36177,Vintage Fly Fishing Reels,False,36175,Vintage Fishing Reels,36175,Vintage Fishing Reels,1.0
36178,Vintage Spinning Fishing Reels,False,36175,Vintage Fishing Reels,36175,Vintage Fishing Reels,1.0
36234,Putting Greens & Aids,False,181129,Golf Training Aids,181129,Golf Training Aids,1.0
36249,Hunting Decoys,False,7301,Hunting Equipment,7301,Hunting Equipment,1.0
36252,Hunting Game Calls,False,7301,Hunting Equipment,7301,Hunting Equipment,1.0
36260,Winter Sports Helmets,False,21233,Winter Sports Clothing,21233,Winter Sports Clothing,1.0
36261,Winter Sports Snow Pants & Bibs,False,21233,Winter Sports Clothing,21233,Winter Sports Clothing,1.0
36270,Baseball & Softball Batting Helmets & Face Guards,True,73910,Baseball & Softball Protective Gear,159052,Baseball & Softball Apparel & Accessories,0.75
36275,Air Hockey Equipment,False,36274,Indoor Games,36274,Indoor Games,1.0
36276,Foosball Equipment,False,36274,Indoor Games,36274,Indoor Games,1.0
36277,Table Tennis Paddles,False,97072,Table Tennis Equipment,97072,Table Tennis Equipment,1.0
36284,Paintball Vests,True,184382,Paintball Clothing & Protective Gear,184381,Paintball Equipment,0.8571428571428571
36287,Paintball N2 Tanks & Accessories,True,36286,Paintball Air Systems & Accessories,184381,Paintball Equipment,0.8571428571428571
36306,Wrestling Accessories,False,261247,Wrestling Gear,261247,Wrestling Gear,1.0
36317,Skateboarding Protective Gear,False,159077,Skateboarding & Longboarding Apparel & Accessories,159077,Skateboarding & Longboarding Apparel & Accessories,1.0
36326,RFID Readers & Writers,False,183817,Keyless Access Systems,183817,Keyless Access Systems,1.0
36328,General Purpose Relays,False,181686,Industrial Relays,181686,Industrial Relays,1.0
36346,Commercial Food Processors,True,95078,Commercial Food Preparation Equipment,25367,Commercial Kitchen Equipment,0.8571428571428571
36349,Industrial Oil & Gas Drilling Equipment,False,57112,Oil & Gas,57112,Oil & Gas,1.0
36353,"Power & Utilities Belts, Straps & Harnesses",False,57115,Power & Utilities,57115,Power & Utilities,1.0
36407,Hair Rollers & Curlers,False,260773,Hair Styling Devices,260773,Hair Styling Devices,1.0
36413,Makeup Bags & Cases,False,31786,Makeup Products,31786,Makeup Products,1.0
36430,"Nail Care Spas, Baths & Devices",False,47945,"Manicure, Pedicure & Nail Care Products",47945,"Manicure, Pedicure & Nail Care Products",1.0
36431,Foot Creams & Treatments,True,67588,Health Care Products,26395,Health & Beauty,0.6666666666666666
36432,Nail Treatment Creams,False,260762,Nail Care & Treatments,260762,Nail Care & Treatments,1.0
36437,Pregnancy Tests,False,30115,Medical Monitoring & Testing Equipment,30115,Medical Monitoring & Testing Equipment,1.0
36440,Incontinence Aids,True,182118,Daily Living Aids,180931,First Aid Products,0.3333333333333333
36448,Electric Massage Chairs,False,36447,Massaging Equipment & Supplies,36447,Massaging Equipment & Supplies,1.0
36449,Body Massagers,False,36447,Massaging Equipment & Supplies,36447,Massaging Equipment & Supplies,1.0
36453,Massage Oils & Lotions,False,36447,Massaging Equipment & Supplies,36447,Massaging Equipment & Supplies,1.0
36454,Massage Tables & Chairs,False,36447,Massaging Equipment & Supplies,36447,Massaging Equipment & Supplies,1.0
36455,Weight Loss Accessories,False,31817,Weight Management Supplements,31817,Weight Management Supplements,1.0
36589,Yarn,False,160706,"Yarn, Sewing & Needlecraft Supplies",160706,"Yarn, Sewing & Needlecraft Supplies",1.0
36601,"Craft Spinning Roving, Wool & Fiber",True,183209,Spinning & Felting Tools & Supplies,183218,Spinning Tools & Supplies,0.8571428571428571
36602,Craft Spindles,False,183218,Spinning Tools & Supplies,183218,Spinning Tools & Supplies,1.0
36624,Skateboard Bearings,False,159073,Skateboard Parts,159073,Skateboard Parts,1.0
36625,Skateboard Trucks,True,159073,Skateboard Parts,16262,Skateboarding & Longboarding Equipment,0.8571428571428571
36787,Reciprocating Air Compressors,False,183979,Air Compressors & Blowers,183979,Air Compressors & Blowers,1.0
36865,Eyeshadow Products,False,172020,Eye Makeup,172020,Eye Makeup,1.0
36870,Lip Balm & Treatments,False,11863,Skin Care Products,11863,Skin Care Products,1.0
36956,Rug & Carpet Accessories,False,20571,Rugs & Carpets,20571,Rugs & Carpets,1.0
37574,Craft Framing Mat Cutting Tools & Supplies,False,37573,Craft Framing & Matting Supplies,37573,Craft Framing & Matting Supplies,1.0
37575,Craft Frames & Supplies,False,37573,Craft Framing & Matting Supplies,37573,Craft Framing & Matting Supplies,1.0
37576,Craft Framing Mats,False,37573,Craft Framing & Matting Supplies,37573,Craft Framing & Matting Supplies,1.0
37631,Potty Training Supplies,False,2984,Baby Essentials,2984,Baby Essentials,1.0
37632,Nursery Mats & Rugs,False,66697,Nursery Décor,66697,Nursery Décor,1.0
37634,Nursery Art & Prints,False,37633,Nursery Wall Décor,37633,Nursery Wall Décor,1.0
37635,Nursery Wall Hangings,True,37633,Nursery Wall Décor,66697,Nursery Décor,0.8
37636,Nursery Wallpaper Borders,False,37633,Nursery Wall Décor,37633,Nursery Wall Décor,1.0
37637,Toilet Seats,False,260575,Toilets & Bidets,260575,Toilets & Bidets,1.0
37644,Duvet Covers & Bedding Sets,False,20444,Bedding,20444,Bedding,1.0
37802,Epilators & Electrolysis,False,260783,Electric Shaver Parts,260783,Electric Shaver Parts,1.0
37824,Collectible Coca-Cola Lighting & Lamps,False,13600,Collectible Coca-Cola Advertising,13600,Collectible Coca-Cola Advertising,1.0
37825,Coca-Cola Magnets,False,13600,Collectible Coca-Cola Advertising,13600,Collectible Coca-Cola Advertising,1.0
37826,Coca-Cola Pens & Pencils,False,13600,Collectible Coca-Cola Advertising,13600,Collectible Coca-Cola Advertising,1.0
37827,Coca-Cola Phones,False,13600,Collectible Coca-Cola Advertising,13600,Collectible Coca-Cola Advertising,1.0
37829,Print Advertising (Pre-1900),False,37828,Collectible Print Advertising,37828,Collectible Print Advertising,1.0
37830,Print Advertising (1900-1909),False,37828,Collectible Print Advertising,37828,Collectible Print Advertising,1.0
37831,Print Advertising (1910-1919),False,37828,Collectible Print Advertising,37828,Collectible Print Advertising,1.0
37832,Print Advertising (1920-1929),False,37828,Collectible Print Advertising,37828,Collectible Print Advertising,1.0
37833,Print Advertising (1930-1939),False,37828,Collectible Print Advertising,37828,Collectible Print Advertising,1.0
37834,Print Advertising (1940-1949),False,37828,Collectible Print Advertising,37828,Collectible Print Advertising,1.0
37835,Print Advertising (1950-1959),False,37828,Collectible Print Advertising,37828,Collectible Print Advertising,1.0
37836,Print Advertising (1960-1969),False,37828,Collectible Print Advertising,37828,Collectible Print Advertising,1.0
37837,Print Advertising (1970-1979),False,37828,Collectible Print Advertising,37828,Collectible Print Advertising,1.0
37838,Print Advertising (1980-1989),False,37828,Collectible Print Advertising,37828,Collectible Print Advertising,1.0
